Профиль №1  с 01.11.2021 по 30.11.2021
Счетчик № 0816190453
Сохранен 30.11.2021 6:23:41

Дата	Время	A+, кВт	A-, кВт	R+, квар	R-, квар	Статус
13.11.2021	00:00-01:00	000,0434	000,0000	000,0217	000,0000	
13.11.2021	01:00-02:00	000,0467	000,0000	000,0218	000,0000	
13.11.2021	02:00-03:00	000,0453	000,0000	000,0224	000,0000	
13.11.2021	03:00-04:00	000,0448	000,0000	000,0224	000,0000	
13.11.2021	04:00-05:00	000,0472	000,0000	000,0227	000,0000	
13.11.2021	05:00-06:00	000,0462	000,0000	000,0223	000,0000	
13.11.2021	06:00-07:00	000,0463	000,0000	000,0222	000,0000	
13.11.2021	07:00-08:00	000,0451	000,0000	000,0245	000,0000	
13.11.2021	08:00-09:00	000,0417	000,0000	000,0242	000,0000	
13.11.2021	09:00-10:00	000,0424	000,0000	000,0233	000,0000	
13.11.2021	10:00-11:00	000,0425	000,0000	000,0249	000,0000	
13.11.2021	11:00-12:00	000,0431	000,0000	000,0231	000,0000	
13.11.2021	12:00-13:00	000,0406	000,0000	000,0233	000,0000	
13.11.2021	13:00-14:00	000,0403	000,0000	000,0235	000,0000	
13.11.2021	14:00-15:00	000,0367	000,0000	000,0212	000,0000	
13.11.2021	15:00-16:00	000,0348	000,0000	000,0206	000,0000	
13.11.2021	16:00-17:00	000,0334	000,0000	000,0213	000,0000	
13.11.2021	17:00-18:00	000,0376	000,0000	000,0229	000,0000	
13.11.2021	18:00-19:00	000,0347	000,0000	000,0202	000,0000	
13.11.2021	19:00-20:00	000,0354	000,0000	000,0202	000,0000	
13.11.2021	20:00-21:00	000,0512	000,0000	000,0270	000,0000	
13.11.2021	21:00-22:00	000,0642	000,0000	000,0306	000,0000	
13.11.2021	22:00-23:00	000,0606	000,0000	000,0290	000,0000	
13.11.2021	23:00-24:00	000,0640	000,0000	000,0301	000,0000	
14.11.2021	00:00-01:00	000,0535	000,0000	000,0270	000,0000	
14.11.2021	01:00-02:00	000,0413	000,0000	000,0239	000,0000	
14.11.2021	02:00-03:00	000,0485	000,0000	000,0262	000,0000	
